iteration,iteration_time,jacobian_time,memory_mb
112,0.016798973083496094,,1446.182912
113,0.017675161361694336,,1447.477248
114,0.017420053482055664,,1445.199872
115,0.01910877227783203,,1443.643392
116,0.01774311065673828,,1369.899008
117,0.0171968936920166,,1258.160128
118,0.016831159591674805,,1265.565696
119,0.018689870834350586,,1293.254656
120,0.021470069885253906,,1298.644992
121,0.023194074630737305,,1311.21152
122,0.01956009864807129,,1114.554368
123,0.019560813903808594,,933.658624
124,0.01966118812561035,,894.713856
125,0.026439189910888672,,628.031488
126,0.02108478546142578,,836.042752
127,0.01765918731689453,,867.909632
128,0.01804327964782715,,875.462656
129,0.018436908721923828,,896.057344
130,0.01840996742248535,,907.18208
131,0.017607927322387695,,901.9392
132,0.017225980758666992,,896.86016
133,0.017372846603393555,,909.39392
134,0.01997518539428711,,894.255104
135,0.017431974411010742,,892.469248
136,0.017979145050048828,,823.394304
137,0.01790785789489746,,824.999936
138,0.020124197006225586,,812.204032
139,0.016912221908569336,,815.169536
140,0.017201900482177734,,781.631488
141,0.02052903175354004,,757.055488
142,0.02858901023864746,,704.135168
143,0.019989728927612305,,677.56032
144,0.018435955047607422,,691.011584
145,0.01767706871032715,,697.46688
146,0.018208980560302734,,724.533248
147,0.01772785186767578,,726.024192
148,0.018851041793823242,,723.664896
149,0.017628908157348633,,724.598784
150,0.017989158630371094,,773.537792
151,0.020718812942504883,,800.342016
152,0.017529010772705078,,803.274752
153,0.01747894287109375,,794.001408
154,0.018097877502441406,,808.189952
155,0.017641782760620117,,815.497216
156,0.01852130889892578,,823.62368
157,0.017727136611938477,,832.55296
158,0.017707109451293945,,785.907712
159,0.019977092742919922,,762.380288
160,0.0217440128326416,,762.396672
161,0.017901182174682617,,771.719168
162,0.018036842346191406,,616.12032
163,0.01928877830505371,,638.664704
164,0.017602920532226562,,666.042368
165,0.017839908599853516,,678.166528
166,0.017119884490966797,,676.08576
167,0.017804861068725586,,643.825664
168,0.018123865127563477,,648.085504
169,0.017611026763916016,,651.886592
170,0.016593217849731445,,659.718144
171,0.01743793487548828,,661.127168
172,0.016739845275878906,,579.518464
173,0.01740288734436035,,582.0416
174,0.017358779907226562,,583.51616
175,0.0170137882232666,,725.549056
176,0.01746678352355957,,918.306816
177,0.016830921173095703,,922.17344
178,0.018701791763305664,,953.597952
179,0.017963171005249023,,958.578688
180,0.01667499542236328,,959.889408
181,0.017042160034179688,,961.265664
182,0.017292022705078125,,962.838528
183,0.01762986183166504,,964.263936
184,0.0181119441986084,,965.574656
185,0.01700615882873535,,931.446784
186,0.01832294464111328,,933.740544
187,0.01714491844177246,,944.062464
188,0.017412185668945312,,948.371456
189,0.017689228057861328,,952.97536
190,0.019891023635864258,,954.318848
191,0.017390966415405273,,960.856064
192,0.01752305030822754,,975.044608
193,0.017609119415283203,,978.419712
194,0.01751708984375,,982.13888
195,0.01703500747680664,,985.874432
196,0.01695108413696289,,990.068736
197,0.01685500144958496,,991.363072
198,0.017446041107177734,,993.984512
199,0.017096996307373047,,995.442688
