iteration,cost,residual_norm,grad_norm,step_norm,damping,mean_cam_error,median_cam_error,max_cam_error,mean_pt_error,median_pt_error,max_pt_error
15,15080988.318549264,5491.992046343343,,,,7.972493760439915,6.081668006584627,33.12478152487489,7.612867496507455,5.262859962807178,76.82051599610548
16,15080986.324847292,5491.991683323508,,,,7.972494306986393,6.081666635784451,33.12476482085686,7.6128675715746095,5.26285649102469,76.82050462808952
17,15080989.538661394,5491.9922685053725,,,,7.972494213986059,6.081668173376614,33.124778794970894,7.61286773193447,5.262859875287134,76.82051599610548
18,15080989.395131202,5491.992242370925,,,,7.972494525440795,6.081667783784074,33.124778794970894,7.612868146195969,5.262860987892018,76.82051599610548
19,15080988.827475265,5491.992139010264,,,,7.9724940997294915,6.081664646852258,33.124778794970894,7.6128684242460665,5.26286075277178,76.82051789433775
20,15080989.077659713,5491.992184564671,,,,7.972493957495201,6.0816607501852085,33.124778794970894,7.612868005994826,5.262864146683461,76.82052174009043
21,15080988.132071521,5491.9920123888605,,,,7.972493853744441,6.081668016194401,33.124778794970894,7.612867405975474,5.262859962807178,76.82051599610548
22,15080988.07956133,5491.992002827631,,,,7.97249437344213,6.081667932071917,33.124778794970894,7.612868334237092,5.262860756316174,76.8205054538964
23,15080988.3272579,5491.992047929039,,,,7.972493984494136,6.081667932071917,33.124778794970894,7.61286756549476,5.262859962807178,76.82051599610548
24,15080988.106978398,5491.992007819822,,,,7.972493775836713,6.081667932071917,33.124778794970894,7.612867290202788,5.2628599593296785,76.82051599610548
25,191158.7177678034,618.318231605382,,,,0.820428583175881,0.7627811924561192,2.226879820879979,0.7778621003513924,0.5881971414109135,207.1612528719789
26,191158.88755131364,618.3185061945236,,,,0.8204287178950503,0.7627808329398811,2.2268825215039514,0.7778623288272819,0.5881937961396235,207.16148561183059
27,191158.9900815945,618.3186720156434,,,,0.8204290360992733,0.7627822526252088,2.2268802305510857,0.7778624235175383,0.5881949317383576,207.16161428985643
28,191158.12899648843,618.3172793905868,,,,0.8204284237342245,0.7627784268176216,2.2268812860887275,0.7778620945566624,0.5881971441320806,207.1595378989641
29,191159.18465828066,618.318986702302,,,,0.8204287238512259,0.7627853250498962,2.2268813009278006,0.7778625143521275,0.5881960895342119,207.16230275060207
30,191158.470336897,618.3178314376788,,,,0.8204288822957992,0.7627801401321108,2.2268769843324105,0.7778624725144375,0.5881971414109135,207.16056615345963
31,191158.9014803097,618.3185287217416,,,,0.8204294877676025,0.7627814932618974,2.2268807416040683,0.7778638518668903,0.5881971414109135,207.1612528719789
32,191158.65775772996,618.3181345516723,,,,0.820428623394473,0.7627734485256543,2.226899523586253,0.7778623255038979,0.5881971414109135,207.16126107266308
33,191158.81088175185,618.3183821976374,,,,0.8204288674667214,0.7627810546187499,2.226882944496116,0.7778623446888164,0.5881922152357514,207.16116724079353
34,191158.8843736043,618.3185010552481,,,,0.8204294669734873,0.7627815098326629,2.2268798348646137,0.777862855340127,0.5881947256367132,207.1612528719789
35,191158.870241138,618.3184781989586,,,,0.8204294490318129,0.7627830042815151,2.226879924372546,0.7778628880693677,0.588206189709952,207.16142128563905
36,191158.8602053354,618.31846196816,,,,0.8204296534403149,0.7627811435811086,2.226879855441662,0.7778634116760806,0.5881971414109135,207.1612528719789
37,191158.63418243482,618.318096423572,,,,0.8204286502538655,0.7627812077485829,2.2268835577184167,0.7778621230489782,0.5881964614763036,207.16102506087782
38,191158.03253999303,618.3171233921847,,,,0.820427571523937,0.762780765545036,2.226879009758982,0.7778612803650427,0.5882001827805909,207.15961110076702
39,191158.6238565311,618.3180797235856,,,,0.8204301756107443,0.762781723135622,2.2268841051408477,0.7778649240009511,0.5881836650966767,207.160281091539
40,191158.68837237995,618.3181840644507,,,,0.8204284328187845,0.7627812037740835,2.2268798538427164,0.7778618999675126,0.5881938430818072,207.1612528719789
41,191158.4936014118,618.3178690631735,,,,0.8204281972626537,0.7627894309229559,2.2268871247737727,0.7778611543974518,0.588198844770275,207.16090500462542
42,191158.85697347118,618.3184567412997,,,,0.8204292094733547,0.7627840194111785,2.2268868268949675,0.7778635484791807,0.5881947256367132,207.1612528719789
43,191158.73623115144,618.3182614659727,,,,0.8204287332002161,0.7627811924561192,2.226879820879979,0.7778622624913285,0.588198844770275,207.1612528719789
44,191158.7198621697,618.31823499258,,,,0.820428476837098,0.7627811924561192,2.226879820879979,0.777862097044181,0.5881970784428023,207.1612701562541
45,191158.9444270921,618.3185981791137,,,,0.8204286723383004,0.7627811924561192,2.226879820879979,0.7778623370497724,0.588198844770275,207.16182252429172
46,191158.71761312068,618.3182313552152,,,,0.8204285824519785,0.7627811924561192,2.226879820879979,0.777862099976954,0.5881971414109135,207.1612528719789
47,191158.25830665918,618.317488522942,,,,0.8204284797649845,0.7627811924561192,2.226879820879979,0.7778618000294434,0.588198844770275,207.16012571469918
48,191158.71763410466,618.3182313891522,,,,0.8204285805752622,0.7627811924561192,2.226879820879979,0.777862105828987,0.5881971414109135,207.1612528719789
49,191158.72114547697,618.3182370680604,,,,0.8204285561744277,0.7627811924561192,2.226879820879979,0.777862065592121,0.5881971414109135,207.1612528719789
50,155003.9626003261,556.7835532777996,,,,0.6773002897571828,0.6559522028425493,1.7774780069774925,0.5924167798707507,0.41524600161810765,189.52576328640063
51,155003.70209362404,556.7830853997345,,,,0.6773001507333049,0.6559530420672037,1.7774792232441776,0.592416430160375,0.415246071830078,189.52547731034093
52,155004.010815265,556.7836398732723,,,,0.6772998067414935,0.6559529012661669,1.7774778001685803,0.5924162785567707,0.41524587056392037,189.52605627907369
53,155006.3442698391,556.7878308114125,,,,0.677300070819957,0.6559549486580674,1.7774778724223566,0.5924164973938089,0.41524703266948176,189.52859048249223
54,155002.63125749896,556.781162140924,,,,0.6773005144927575,0.6559522360444302,1.7774784547260896,0.592417344723268,0.41524600815237855,189.5240587955428
55,155003.92788711336,556.7834909318225,,,,0.6773002715612683,0.6559528937330279,1.7774780069774925,0.5924168671878662,0.41524600161810765,189.5251487046173
56,155004.0196048328,556.7836556595979,,,,0.6773008679582054,0.6559507484095037,1.7774778267811293,0.5924178935144288,0.4152461031239396,189.52576328640063
57,155003.9193410033,556.78347558275,,,,0.6773004965176714,0.6559529293004305,1.7774786150000186,0.5924169495736725,0.41524600161810765,189.5257703430585
58,155004.0429042472,556.7836975060372,,,,0.6773008068424782,0.6559461918192426,1.7774782112869587,0.592417760712738,0.4152457489823512,189.52570990486666
59,155003.99066548914,556.7836036836738,,,,0.677300638628071,0.6559498339256038,1.7774778530485036,0.5924171512484315,0.41524600161810765,189.52576328640063
60,155003.4735181939,556.7826748708941,,,,0.6773007472820467,0.6559525461419959,1.777480868000355,0.5924175962294026,0.41522850794461313,189.52502778676492
61,155003.99516984695,556.7836117736349,,,,0.6773007292658315,0.6559516475633307,1.777478264759367,0.5924175461643032,0.41524600161810765,189.52576328640063
62,155003.95008921126,556.7835308074607,,,,0.677300356913275,0.6559527045771676,1.7774764076230842,0.5924168340470918,0.41524600161810765,189.52559317400267
63,155007.59942422583,556.790085084542,,,,0.6773007573878465,0.6559524469535967,1.7774773543282099,0.5924173405852727,0.41521548840107936,189.53097871134815
64,155003.97796051283,556.783580865156,,,,0.6773010044658002,0.6559791840024295,1.7774763017640745,0.592418416081929,0.41523864765706964,189.52488170916186
65,155003.96730798154,556.7835617328902,,,,0.67730031612244,0.6559521776236255,1.7774780956605023,0.5924168540847286,0.41524600161810765,189.52576328640063
66,155004.199055332,556.7839779579367,,,,0.6773004378556307,0.6559523105139875,1.7774778026790388,0.5924169880438707,0.4152301290731183,189.5260085300361
67,155003.99674803187,556.7836146081023,,,,0.6773005243036391,0.6559521985944016,1.7774780069774925,0.592417367607655,0.41524600161810765,189.52576328640063
68,155003.96186469976,556.7835519565923,,,,0.6773002822085493,0.6559523355227962,1.7774780069774925,0.5924167305879826,0.4152459970187845,189.52576328640063
69,155003.96903198108,556.7835648292452,,,,0.6773002746518657,0.6559522028425493,1.7774780069774925,0.5924167647006049,0.41525611178138805,189.52576757214499
70,155002.23082886316,556.7804429555033,,,,0.6773002843983644,0.6559522028425493,1.7774780069774925,0.5924167744021778,0.41525611178138805,189.52326153391977
71,155003.96258669422,556.7835532533163,,,,0.6773002899997153,0.6559521768567451,1.7774780069774925,0.5924167797644383,0.41524600161810765,189.52576328640063
72,155006.1980769944,556.7875682466238,,,,0.6773003105541068,0.6559522028425493,1.7774780069774925,0.5924169487342976,0.41524656301300694,189.5289923627391
73,155003.96141875937,556.7835511556701,,,,0.6773002778477858,0.6559522028425493,1.7774780069774925,0.5924167639082227,0.41524600161810765,189.52576328640063
74,155003.96286851255,556.7835537594705,,,,0.6773002813472884,0.6559522028425493,1.7774780069774925,0.5924167751026916,0.41524600161810765,189.52576328640063
75,95606.30610341336,437.2786436665147,,,,0.6712744813485381,0.6522336390256596,1.7745706115878783,0.5800552315636504,0.4100953922531477,44.78813694516031
76,95606.37109315647,437.2787922896706,,,,0.671274493576725,0.6522333289266549,1.7745717786051882,0.5800551300847472,0.4100960967548441,44.78834618065721
77,95606.30467155104,437.2786403920297,,,,0.6712744078713504,0.6522340373251027,1.7745704136144507,0.580055177399175,0.41009312784798724,44.78842829127607
78,95605.65788612321,437.27716127445575,,,,0.6712744223561677,0.6522357135878534,1.7745704665295075,0.5800550842101073,0.41010013190103856,44.78385470279389
79,95606.81039785368,437.2797969214989,,,,0.6712745524242343,0.6522337048376015,1.7745710365737206,0.5800554066851806,0.4100967511182749,44.79124681719914
80,95606.30244293346,437.278635295468,,,,0.6712743844049327,0.6522340333664705,1.7745706115878783,0.5800551736335797,0.41009224210186,44.78761276183489
81,95606.3058225299,437.2786430241704,,,,0.671274451721509,0.6522330172342076,1.7745704080602664,0.5800551581941495,0.4100953922531477,44.78813694516031
82,95606.30617109958,437.27864382130423,,,,0.6712745766984058,0.6522341947191228,1.774571150497995,0.5800552721940029,0.410102227542778,44.788145389869285
83,95606.30484679372,437.27864079278726,,,,0.6712740907253222,0.6522319651507,1.7745708355010974,0.5800548227584977,0.4100921476996871,44.78828457080609
84,95606.3058767601,437.2786431481878,,,,0.6712745640534384,0.6522335496756269,1.774570458390766,0.5800552756158965,0.4100953922531477,44.78813694516031
85,95606.42969975578,437.2789263153572,,,,0.6712746361377857,0.652234061801966,1.7745731660704414,0.5800554856285471,0.4101130985818915,44.7888677358605
86,95606.30601458835,437.2786434633832,,,,0.6712745723474896,0.652233514678749,1.7745708718628739,0.580055343612438,0.4100953922531477,44.78813694516031
87,95606.30474576514,437.27864056174786,,,,0.6712745112647356,0.6522337094405855,1.7745691524853986,0.5800552932614409,0.41009557173735633,44.78829430193828
88,95605.24997176747,437.27622842264697,,,,0.6712743783728977,0.6522338915269137,1.7745700276218432,0.5800549362917676,0.4100983291060293,44.78199261401793
89,95606.30141326533,437.2786329407494,,,,0.6712744654731767,0.6522336494526062,1.7745690542334096,0.5800553273803365,0.41010823336858393,44.78738113420114
90,95606.30616728598,437.2786438125831,,,,0.6712744581914821,0.6522335949879837,1.7745706985267187,0.5800552376222241,0.4100953922531477,44.78813694516031
91,95606.20772255569,437.27841868209254,,,,0.6712745852794433,0.6522337894044747,1.774570387686171,0.5800553403819559,0.4100982030941179,44.78775108426487
92,95606.30580098696,437.27864297490436,,,,0.671274499797477,0.6522336291892619,1.7745706115878783,0.5800552319334975,0.4100953851753089,44.78813694516031
93,95606.30616096384,437.27864379812524,,,,0.6712744557472984,0.6522337680135262,1.7745706115878783,0.5800551590602487,0.41009346470737995,44.78813694516031
94,95606.30716621525,437.27864609700595,,,,0.6712744404686056,0.6522336364950038,1.7745706115878783,0.5800553394684457,0.4100962193396257,44.78812848899207
95,95606.69920316353,437.27954263414506,,,,0.6712744605381351,0.6522336390256596,1.7745706115878783,0.5800552884988356,0.4100998657136584,44.79042285646886
96,95606.30610342014,437.27864366653023,,,,0.6712744816045084,0.6522336179747321,1.7745706115878783,0.5800552314528488,0.4100953922531477,44.78813694516031
97,95605.60457470948,437.2770393576811,,,,0.671274456216272,0.6522336390256596,1.7745706115878783,0.5800551821521992,0.41009829024963357,44.78405495335812
98,95606.30609155963,437.27864363940677,,,,0.6712744756978319,0.6522336356886016,1.7745706115878783,0.5800552340925349,0.4100959451091077,44.78813694516031
99,95606.30610599631,437.2786436724216,,,,0.6712744704612892,0.6522336390256596,1.7745706115878783,0.5800552223129304,0.4100953922531477,44.78813694516031
100,91962.70013685622,428.86524722074705,,,,0.6707749982329922,0.6519018373731416,1.773505098455328,0.5787622385733237,0.41003660526679225,14.878370678307476
101,91962.68611166994,428.86521451773154,,,,0.6707750122334414,0.6519015372041385,1.7735062673740196,0.5787621228346733,0.4100403013972423,14.878370625256624
102,91962.70046036104,428.8652479750744,,,,0.6707749572534285,0.6519022470944671,1.773504899665119,0.5787622215625616,0.410040383655911,14.878365704451738
103,91962.84919055166,428.8655947742874,,,,0.6707750188246213,0.6519038874442736,1.7735049542035592,0.5787623535180585,0.4100453598685361,14.87837058815373
104,91962.59226057689,428.86499568180403,,,,0.670775017151216,0.6519018894765143,1.7735055248047138,0.5787622274182769,0.41003660526679225,14.878368025892733
105,91962.69988565413,428.8652466350104,,,,0.670774917845899,0.6519022352654189,1.773505098455328,0.5787622077268552,0.41003660526679225,14.878371088297204
106,91962.70020110339,428.8652473705543,,,,0.670774977367544,0.6519012198665668,1.7735048957586297,0.578762182413278,0.41003660526679225,14.878370533901222
107,91962.6998436588,428.8652465370884,,,,0.6707750679180112,0.651902381693326,1.7735056402780283,0.5787622441482163,0.41003660526679225,14.878375318916667
108,91962.7000019542,428.8652469061913,,,,0.6707746090271445,0.6519001193926226,1.773505322488724,0.5787618468890489,0.4100583980197401,14.878370910026728
109,91962.70014249854,428.8652472339034,,,,0.6707750931111459,0.6519017452357202,1.7735049454016916,0.5787622989639833,0.41003660526679225,14.87837058539808
110,91962.67247178093,428.8651827131248,,,,0.6707751518321141,0.6519022629266413,1.773507660321074,0.5787624555674112,0.41005800960928895,14.878370273708866
111,91962.70018381385,428.8652473302397,,,,0.6707750914443917,0.6519017216369322,1.773505358242835,0.578762350483447,0.41003660526679225,14.878370667546273
112,91962.70010338075,428.865247142691,,,,0.6707750270562218,0.6519019075582709,1.7735036365883614,0.5787623089812941,0.41004493246162843,14.878380860638124
113,91962.93996764744,428.8658064421725,,,,0.6707749750721302,0.6519020904852566,1.773504511744642,0.5787622795837544,0.41004583875302253,14.878376593805232
114,91962.69980197676,428.86524643989685,,,,0.6707749931334718,0.6519018478657763,1.773503539580129,0.5787623692216207,0.41003302109058987,14.878370664357213
115,91962.70019824168,428.8652473638817,,,,0.6707749755446072,0.6519017940766152,1.773505185354309,0.5787622442067968,0.4100366052671844,14.878372152863129
116,91962.72258577884,428.86529956567693,,,,0.6707751002925154,0.6519019984495504,1.773504874433421,0.5787623749266564,0.41002241431906,14.878370678307476
117,91962.70018493215,428.86524733284733,,,,0.67077501954371,0.6519018276699584,1.773505098455328,0.5787622459164632,0.41003660526679225,14.878373823452211
118,91962.7001466581,428.8652472436024,,,,0.670774974037107,0.6519019664738661,1.773505098455328,0.5787621698834553,0.4100258700746631,14.878370534668761
119,91962.69848029494,428.86524335808554,,,,0.6707749493976808,0.6519018407242655,1.773505098455328,0.578762332239272,0.41002854383047044,14.878370678307476
120,91962.60489168299,428.86502513420936,,,,0.6707749438280532,0.6519018373731416,1.773505098455328,0.5787621618518015,0.4100291134459005,14.878370678307476
121,91962.70013701964,428.8652472211281,,,,0.670774998503663,0.6519018174186877,1.773505098455328,0.5787622384640625,0.41003660526679225,14.878370678307476
122,91962.85685975569,428.86561265682224,,,,0.6707750241968272,0.6519018373731416,1.773505098455328,0.5787624019674776,0.4100455612817857,14.878370678307476
123,91962.70013144983,428.8652472081407,,,,0.6707749927077914,0.6519018340435776,1.773505098455328,0.5787622416789642,0.41003660526679225,14.878370678307476
124,91962.70014016538,428.86524722846315,,,,0.6707749873813175,0.6519018373731416,1.773505098455328,0.5787622294238847,0.41003660526679225,14.878370678307476
125,91855.50507858447,428.6152238980423,,,,0.6706985022493344,0.6518936735709304,1.7720638723450655,0.5786675291323772,0.4097693437533501,14.901645455225273
126,91855.49592972666,428.61520255288815,,,,0.670698486116229,0.6518933912606888,1.7720650460533163,0.5786673622577729,0.40977186177117497,14.901645403801542
127,91855.50462625056,428.6152228427044,,,,0.6706984361475917,0.6518942862601036,1.772063675423676,0.5786674800526007,0.40976653974921995,14.901640473486895
128,91855.37313084773,428.6149160513379,,,,0.6706984534556582,0.6518957020083462,1.7720637263006433,0.5786673478692397,0.40977423613862163,14.901645363635017
129,91855.5999471135,428.615445235268,,,,0.6706985763505566,0.6518935712298909,1.7720642996134413,0.5786677461569427,0.4097737035543174,14.901642801987386
130,91855.5067908718,428.6152278929711,,,,0.670698402589319,0.6518940919304448,1.7720638723450655,0.57866749252778,0.4097693437533501,14.901645865015233
131,91855.50492691375,428.61522354418014,,,,0.6706984726313098,0.6518929504266182,1.7720636742609825,0.5786674539422682,0.40976934476545973,14.90164531042794
132,91855.50433236586,428.6152221570436,,,,0.6706985834313977,0.6518944826035125,1.7720644208141034,0.5786675418289393,0.4097693437533501,14.901650103873006
133,91855.5040485678,428.6152214949157,,,,0.670698092789985,0.6518920101249641,1.7720640991239813,0.5786670952703328,0.4097889081255583,14.901645699717546
134,91855.5047970955,428.61522324130186,,,,0.6706985907241301,0.6518935812690285,1.772063719447126,0.57866757667107,0.40976933630748924,14.901645362176103
135,91855.5087306769,428.6152324187205,,,,0.6706986445082052,0.6518938601709887,1.7720664411522582,0.5786677644533642,0.4097663109366792,14.90164505124385
136,91855.50503466155,428.61522379556595,,,,0.6706985936330255,0.6518936074667887,1.7720641288795975,0.5786676471350277,0.4097693437533501,14.90164544450182
137,91855.50542214849,428.6152246996097,,,,0.6706985327709402,0.6518937260076902,1.7720624134472778,0.5786675963311702,0.4097693437533501,14.901655657647591
138,91855.29278522296,428.6147285971936,,,,0.6706983683685291,0.6518936755317963,1.7720632793526696,0.5786671140165333,0.4097651369161671,14.901651380854641
139,91855.50767516263,428.6152299561056,,,,0.6706984973462676,0.6518936718169166,1.7720623210600428,0.5786676619470282,0.4097709934222276,14.901645441329032
140,91855.50521530953,428.61522421703484,,,,0.6706984752320173,0.6518936619381708,1.7720639598461188,0.5786675283663644,0.4097773507828703,14.901646929335552
141,91855.46655042995,428.61513400819143,,,,0.6706986280706633,0.6518934311490439,1.7720636455774568,0.5786676418888006,0.4097672230742557,14.901645455225273
142,91855.50505332043,428.6152238390989,,,,0.6706985224807006,0.6518936681670171,1.7720638723450655,0.5786675307846535,0.4097693437533501,14.901648615379148
143,91855.50510852526,428.61522396789707,,,,0.6706984461552086,0.6518935997444584,1.7720638723450655,0.5786674318124726,0.40976739267156814,14.901645311893867
144,91855.5277697867,428.61527683876756,,,,0.6706984661295278,0.6518936735709304,1.7720638723450655,0.5786676479145667,0.40977804552081193,14.901645455225273
145,91855.58756168986,428.615416338913,,,,0.6706984970692736,0.6518936735709304,1.7720638723450655,0.5786676419144116,0.40976822571684285,14.901645455225273
146,91855.50507923326,428.615223899556,,,,0.6706985025544194,0.651893657499684,1.7720638723450655,0.5786675290265276,0.4097693437533501,14.901645455225273
147,91855.3659540078,428.6148993070768,,,,0.6706984605313677,0.6518936735709304,1.7720638723450655,0.5786674120075658,0.409769954056654,14.901645455225273
148,91855.50504365514,428.61522381654885,,,,0.670698496297147,0.6518936735709304,1.7720638723450655,0.5786675309234387,0.4097693437533501,14.901645455225273
149,91855.505084314,428.6152239114099,,,,0.6706984917682646,0.6518936735709304,1.7720638723450655,0.5786675210776699,0.4097693437533501,14.901645455225273
150,91799.21416188357,428.4838717195399,,,,0.6705775254913574,0.6520744876937443,1.7712691332552277,0.5783967650200851,0.40984089054806916,14.888907007516462
151,91799.21705712682,428.483878476488,,,,0.6705775794345158,0.6520742112220749,1.7712703061893584,0.5783967781668798,0.40984001853935564,14.88890695121511
152,91799.21431466645,428.4838720761061,,,,0.6705774953152571,0.6520751527102189,1.7712689348003345,0.5783967786261197,0.4098417604082245,14.888902023592657
153,91799.22230703926,428.4838907287864,,,,0.6705775716228842,0.6520765152956256,1.7712689884887216,0.5783969621426172,0.4098416393590951,14.888906919491951
154,91799.20881232947,428.48385923469607,,,,0.6705775427822772,0.6520743690793085,1.7712695617560947,0.5783967246762813,0.40984453215331895,14.888904349915748
155,91799.21370893666,428.48387066244777,,,,0.6705774570620995,0.6520748858090551,1.7712691332552277,0.5783967459194408,0.40984089054806916,14.888907417849381
156,91799.21431506789,428.4838720770431,,,,0.6705775086410792,0.6520737643462657,1.7712689336932534,0.5783967172546103,0.4098383489865359,14.888906862444278
157,91799.21427339481,428.483871979786,,,,0.6705776033461398,0.6520752815977399,1.771269681348015,0.5783967851348298,0.4098408758439981,14.888911658360428
158,91799.21425398538,428.4838719344881,,,,0.6705771403402273,0.6520726714957468,1.7712693588429955,0.5783963767463371,0.4098414219256045,14.888907233976422
159,91799.21426930012,428.4838719702298,,,,0.6705776196007167,0.652074394604566,1.771268980390419,0.5783968278688163,0.40984089054806916,14.888906915546528
160,91799.2162493102,428.4838765911973,,,,0.6705777161580853,0.6520746916026574,1.7712717051112923,0.5783970819224025,0.40984289861045664,14.888906601243512
161,91799.2142180161,428.4838718505425,,,,0.6705776143581561,0.6520744213486405,1.7712693910426904,0.5783968618290505,0.40984089054806916,14.88890699674377
162,91799.2141120525,428.48387160324364,,,,0.6705775542875321,0.6520745399198941,1.771267670459025,0.5783968352511645,0.40984089054806916,14.88891721417059
163,91799.22743576791,428.4839026982646,,,,0.6705775184428164,0.6520744897100381,1.7712685405874202,0.578396875170459,0.4098420779982098,14.888912932934701
164,91799.21362712102,428.48387047150567,,,,0.6705775158248973,0.6520744858978968,1.7712675771748427,0.5783968959105876,0.40984163680521846,14.888906993618782
165,91799.21416713031,428.4838717317848,,,,0.6705774978165375,0.6520744761963225,1.771269220490891,0.5783967650333464,0.40984089054806916,14.88890848238642
166,91799.21863116953,428.48388215000455,,,,0.6705776413132356,0.6520742145670158,1.7712689076788268,0.5783969836433807,0.4098543946109366,14.888907007516462
167,91799.21426252466,428.48387195441705,,,,0.6705775494382913,0.652074482258959,1.7712691332552277,0.5783967739594668,0.4098408876151455,14.888910169854253
168,91799.21418994729,428.48387178503526,,,,0.6705774675070756,0.6520744007444128,1.7712691332552277,0.5783966667387745,0.40984089054806916,14.888906864141376
169,91799.21085323892,428.48386399779133,,,,0.6705774516333662,0.6520744876937443,1.7712691332552277,0.578396754744399,0.4098376519036216,14.888907007516462
170,91799.20924877652,428.4838602532807,,,,0.6705774641842954,0.6520744876937443,1.7712691332552277,0.578396663311146,0.4098391576478613,14.888907007516462
171,91799.21416187417,428.48387171951794,,,,0.6705775257908779,0.6520744718080008,1.7712691332552277,0.5783967649134103,0.40984089054806916,14.888907007516462
172,91799.22281992105,428.48389192575496,,,,0.6705775588383766,0.6520744876937443,1.7712691332552277,0.5783969609545817,0.4098408842712785,14.888907007516462
173,91799.21416382938,428.483871724081,,,,0.6705775200802895,0.6520744876937443,1.7712691332552277,0.5783967688929094,0.4098387077344716,14.888907007516462
174,91799.2141674292,428.4838717324823,,,,0.6705775147777006,0.6520744876937443,1.7712691332552277,0.578396756337973,0.40984089054806916,14.888907007516462
175,91795.52743320302,428.47526750841297,,,,0.6705949975656448,0.652065902281841,1.7712968013540942,0.5784117083259602,0.4098679064568362,14.901064474197259
176,91795.52720736347,428.4752669813357,,,,0.6705950755242703,0.6520656218054841,1.7712979755435965,0.5784118203092683,0.40986663230411047,14.901064419032714
177,91795.52740536685,428.4752674434472,,,,0.6705949654292668,0.6520665636161973,1.771296603303767,0.5784117108880047,0.40986545642519207,14.90105948898233
178,91795.52832582284,428.4752695916599,,,,0.6705950239326346,0.6520679363348678,1.7712966562606762,0.5784118163360965,0.4098689997786127,14.901064385878476
179,91795.52705897736,428.47526663502384,,,,0.6705950439751819,0.6520657892049253,1.7712972295258924,0.5784117659386337,0.4098612403826354,14.901061814211577
180,91795.52770613761,428.4752681454032,,,,0.6705949351582043,0.6520663014233818,1.7712968013540942,0.5784116960661667,0.40987005856853503,14.901064884277226
181,91795.52747414663,428.4752676039695,,,,0.6705949776297333,0.6520651770961716,1.7712966030341435,0.5784116512861642,0.4098679064568362,14.901064328690246
182,91795.52743995868,428.4752675241796,,,,0.6705950660209778,0.6520666974797091,1.7712973502967333,0.5784117163236914,0.4098679064568362,14.901069126364956
183,91795.52748492465,428.47526762912383,,,,0.6705946143300053,0.6520641012203039,1.7712970271943556,0.5784113212106204,0.4098658771150309,14.90106470898737
184,91795.5274538412,428.4752675565795,,,,0.6705950874422959,0.6520658090442217,1.7712966484887076,0.5784117618617053,0.4098679064568362,14.901064381676466
185,91795.52715309364,428.47526685467784,,,,0.6705952174791507,0.652066104422205,1.7712993746469399,0.5784121454361654,0.4098771363774129,14.901064068883766
186,91795.52747191768,428.47526759876746,,,,0.6705950877488042,0.6520658358502691,1.7712970583129597,0.5784118100531996,0.4098679064568362,14.901064463450862
187,91795.52747726641,428.47526761125056,,,,0.6705950243855201,0.6520659544913512,1.7712953380831982,0.5784117776248809,0.4098679064568362,14.901074683736201
188,91795.5287720119,428.4752706330014,,,,0.6705949660765363,0.6520659042613924,1.7712962078141499,0.5784116854280746,0.4098625593634395,14.90107040225804
189,91795.52783697365,428.47526845075595,,,,0.6705949901111248,0.6520659005542153,1.771295245046574,0.5784118517739908,0.409864163086301,14.901064460307362
