iteration,iteration_time,jacobian_time,memory_mb
136,0.018358230590820312,,952.090624
137,0.019490957260131836,,891.502592
138,0.02034926414489746,,902.823936
139,0.018030166625976562,,1076.396032
140,0.01795220375061035,,1090.781184
141,0.017984867095947266,,1098.514432
142,0.017543792724609375,,1104.510976
143,0.0169219970703125,,1115.242496
144,0.01724410057067871,,1119.289344
145,0.01671910285949707,,1120.845824
146,0.016867876052856445,,1128.267776
147,0.01668691635131836,,1136.820224
148,0.01761913299560547,,1140.604928
149,0.01701188087463379,,1142.276096
150,0.01810002326965332,,1157.873664
151,0.017216920852661133,,1159.184384
152,0.018912076950073242,,1160.462336
153,0.017994165420532227,,1164.443648
154,0.016607046127319336,,1159.725056
155,0.017388105392456055,,1161.05216
156,0.01658487319946289,,1162.657792
157,0.017548084259033203,,1182.711808
158,0.01780414581298828,,1183.367168
159,0.019252777099609375,,1185.595392
160,0.01796579360961914,,1187.053568
161,0.0189969539642334,,1189.117952
162,0.018161773681640625,,1191.460864
163,0.017274856567382812,,1192.771584
164,0.018301963806152344,,1194.115072
165,0.017627954483032227,,1195.409408
166,0.017397165298461914,,1200.29184
167,0.01771378517150879,,1205.190656
168,0.01800394058227539,,1207.74656
169,0.017576932907104492,,1209.565184
170,0.018301010131835938,,1210.892288
171,0.017892837524414062,,1212.219392
172,0.017713308334350586,,1213.546496
173,0.017869234085083008,,1214.562304
174,0.01857900619506836,,1215.840256
175,0.017773151397705078,,1217.134592
176,0.018019914627075195,,1220.100096
177,0.01807713508605957,,1226.473472
178,0.018433094024658203,,1227.800576
179,0.016705036163330078,,1229.094912
180,0.017029762268066406,,1230.405632
181,0.017622947692871094,,1231.716352
182,0.018397092819213867,,1277.149184
183,0.01798391342163086,,1278.459904
184,0.019630908966064453,,1283.653632
185,0.018789052963256836,,1284.980736
186,0.01777815818786621,,1286.275072
187,0.01860213279724121,,1283.44064
188,0.019195079803466797,,1285.07904
189,0.019169092178344727,,1190.363136
190,0.017349720001220703,,1202.077696
191,0.018141746520996094,,1210.53184
192,0.01764512062072754,,1211.84256
193,0.018921852111816406,,1238.286336
194,0.01947808265686035,,1257.897984
195,0.017737150192260742,,1261.223936
196,0.01833319664001465,,1274.200064
197,0.019021034240722656,,1273.69216
198,0.017952919006347656,,1289.814016
199,0.016680240631103516,,1295.253504
200,0.016108989715576172,,1296.7936
201,0.016071796417236328,,1298.153472
202,0.016190767288208008,,1300.709376
203,0.017972946166992188,,1302.020096
204,0.017447948455810547,,1303.314432
205,0.0162811279296875,,1307.541504
206,0.0180816650390625,,1309.032448
207,0.01764392852783203,,1353.80992
208,0.01789689064025879,,1363.06688
209,0.017104148864746094,,1364.361216
210,0.01712799072265625,,1365.966848
211,0.017375946044921875,,1369.800704
212,0.01762986183166504,,1371.947008
213,0.01738286018371582,,1373.241344
214,0.017489910125732422,,1375.567872
215,0.0187530517578125,,1380.892672
216,0.017537832260131836,,1385.136128
217,0.019154787063598633,,1387.118592
218,0.017964839935302734,,1396.752384
219,0.01898789405822754,,1398.079488
220,0.017583847045898438,,1399.390208
221,0.01786184310913086,,1369.915392
222,0.021436691284179688,,1370.35776
223,0.017087936401367188,,1371.815936
224,0.01840496063232422,,1339.326464
225,0.016889095306396484,,1340.6208
226,0.016961097717285156,,1344.487424
227,0.01666402816772461,,1345.978368
228,0.01686406135559082,,1350.139904
229,0.017405986785888672,,1351.450624
230,0.016707181930541992,,1352.74496
231,0.017475128173828125,,1354.022912
232,0.017068862915039062,,1425.358848
233,0.019492149353027344,,1398.849536
234,0.017757892608642578,,1400.406016
235,0.016618967056274414,,1401.700352
236,0.01822209358215332,,1394.311168
237,0.017006874084472656,,1395.621888
238,0.01743912696838379,,1400.34048
239,0.016865015029907227,,1401.6512
240,0.017302989959716797,,1402.978304
241,0.016984939575195312,,1398.86592
242,0.0179290771484375,,1400.17664
243,0.01753091812133789,,1402.765312
244,0.01756596565246582,,1404.878848
245,0.018500804901123047,,1408.647168
246,0.017399072647094727,,1417.78944
247,0.017063140869140625,,1426.325504
248,0.017739057540893555,,1427.898368
249,0.018957138061523438,,1430.388736
250,0.016854047775268555,,1431.683072
251,0.016798973083496094,,1433.27232
252,0.016932964324951172,,1434.566656
253,0.016653060913085938,,1439.465472
254,0.0195310115814209,,1441.480704
255,0.01681804656982422,,1442.77504
256,0.018262863159179688,,1444.08576
257,0.018140077590942383,,1423.11424
258,0.021744251251220703,,1390.624768
259,0.018172025680541992,,1398.390784
260,0.01837301254272461,,1402.667008
261,0.017681360244750977,,1329.348608
262,0.022318124771118164,,1304.690688
263,0.02007603645324707,,1296.384
264,0.019392013549804688,,1273.806848
265,0.018483400344848633,,1285.455872
266,0.018779993057250977,,1300.56192
267,0.019230127334594727,,1334.919168
268,0.019360065460205078,,1342.226432
269,0.018158674240112305,,1268.006912
270,0.01963067054748535,,1260.077056
271,0.018889904022216797,,1249.247232
272,0.01963019371032715,,1236.680704
273,0.020821094512939453,,1104.347136
274,0.019364118576049805,,1136.607232
275,0.01787400245666504,,1142.767616
276,0.018091201782226562,,1144.651776
277,0.018763065338134766,,1152.04096
278,0.018054962158203125,,1153.368064
279,0.018342971801757812,,1154.99008
280,0.018475055694580078,,1167.966208
281,0.0174713134765625,,1169.293312
282,0.018680095672607422,,1311.70304
283,0.01749396324157715,,1313.980416
284,0.019758224487304688,,1329.692672
285,0.01729607582092285,,1332.0192
286,0.018625974655151367,,1333.379072
287,0.018140792846679688,,1334.72256
288,0.01827096939086914,,1339.621376
289,0.01981806755065918,,1340.94848
290,0.017140865325927734,,1265.188864
291,0.02215099334716797,,1197.047808
292,0.0195009708404541,,1173.9136
293,0.01794123649597168,,1178.796032
294,0.01808309555053711,,1126.875136
295,0.017973899841308594,,1130.528768
296,0.017043113708496094,,1131.839488
297,0.017917156219482422,,1211.51488
298,0.01789116859436035,,1219.985408
299,0.019527196884155273,,1235.582976
300,0.01850295066833496,,1241.66144
301,0.018476009368896484,,1242.955776
302,0.01926589012145996,,1244.28288
303,0.018033981323242188,,1245.5936
304,0.019174814224243164,,1251.672064
305,0.018243074417114258,,1252.9664
306,0.018227338790893555,,1254.6048
307,0.01852583885192871,,1255.75168
308,0.01936483383178711,,1287.585792
309,0.01836705207824707,,1289.191424
310,0.01688385009765625,,1290.48576
311,0.017277956008911133,,1292.222464
312,0.018575191497802734,,1293.582336
313,0.018159866333007812,,1294.893056
314,0.017653942108154297,,1296.449536
315,0.01903510093688965,,1297.743872
316,0.01715707778930664,,1299.070976
317,0.018856048583984375,,1300.365312
318,0.01717996597290039,,1301.676032
319,0.018450021743774414,,1302.970368
320,0.0169370174407959,,1304.73984
321,0.017866849899291992,,1307.459584
322,0.017724990844726562,,1283.244032
323,0.017632007598876953,,1253.13024
324,0.019440889358520508,,1268.28544
325,0.019937992095947266,,1266.581504
326,0.019560813903808594,,1217.41312
327,0.018294095993041992,,1097.580544
328,0.018968820571899414,,1134.952448
329,0.019575119018554688,,1136.197632
330,0.0182039737701416,,1147.846656
331,0.018440961837768555,,1150.681088
332,0.019858837127685547,,1179.516928
333,0.018631935119628906,,1233.813504
334,0.018677949905395508,,1239.384064
335,0.02014303207397461,,1243.512832
336,0.018182992935180664,,1242.955776
337,0.01859307289123535,,1242.202112
338,0.01765894889831543,,1241.399296
339,0.018435955047607422,,1242.64448
340,0.016839981079101562,,1245.855744
341,0.021641969680786133,,1250.361344
342,0.017206907272338867,,1257.701376
343,0.01862502098083496,,1259.02848
344,0.01972794532775879,,1260.322816
345,0.017122745513916016,,1261.666304
346,0.01894998550415039,,1262.96064
347,0.01809215545654297,,1201.782784
348,0.02042388916015625,,1041.6128
349,0.020951032638549805,,1056.325632
350,0.01811671257019043,,1065.94304
351,0.021925687789916992,,1078.820864
352,0.01945185661315918,,1099.497472
353,0.01808786392211914,,987.168768
354,0.021074295043945312,,980.795392
355,0.01816701889038086,,982.155264
356,0.017688989639282227,,984.137728
357,0.01831221580505371,,985.563136
358,0.01973104476928711,,1011.597312
359,0.017077922821044922,,1220.100096
360,0.01787114143371582,,1221.394432
361,0.01777791976928711,,1223.081984
362,0.0185549259185791,,1224.409088
363,0.018021106719970703,,1223.819264
364,0.01790308952331543,,1218.871296
365,0.01893019676208496,,1202.91328
366,0.018663883209228516,,1205.682176
367,0.017238855361938477,,1207.238656
368,0.017853975296020508,,1187.627008
369,0.020437002182006836,,1208.172544
370,0.01686382293701172,,1185.890304
371,0.018599987030029297,,1189.855232
372,0.017657041549682617,,1140.260864
373,0.024056673049926758,,963.526656
374,0.022537946701049805,,952.532992
375,0.02037811279296875,,961.445888
376,0.017002105712890625,,964.231168
377,0.01734185218811035,,971.440128
378,0.018273115158081055,,974.897152
379,0.018564701080322266,,887.373824
380,0.018413066864013672,,855.998464
381,0.01819586753845215,,860.700672
382,0.017400741577148438,,865.81248
383,0.017863035202026367,,958.676992
384,0.018030166625976562,,974.258176
385,0.02020716667175293,,961.757184
386,0.01923990249633789,,966.377472
387,0.018986940383911133,,974.012416
388,0.018185853958129883,,984.481792
389,0.019895076751708984,,987.693056
390,0.018489837646484375,,988.348416
391,0.018313169479370117,,990.035968
392,0.017530202865600586,,992.919552
393,0.019618988037109375,,994.197504
394,0.018159866333007812,,995.524608
395,0.018609046936035156,,998.064128
396,0.01739788055419922,,999.489536
397,0.019036054611206055,,991.412224
398,0.01784205436706543,,999.276544
399,0.01811814308166504,,1004.650496
400,0.018121004104614258,,1009.385472
401,0.01811695098876953,,1010.712576
402,0.01812601089477539,,1014.382592
403,0.019014835357666016,,1015.840768
404,0.019716262817382812,,1017.790464
405,0.019524097442626953,,1023.83616
406,0.01879096031188965,,1025.196032
407,0.019385099411010742,,1026.654208
408,0.019504070281982422,,1058.24256
409,0.020338058471679688,,1056.899072
410,0.02067708969116211,,1070.137344
411,0.017889022827148438,,1073.020928
412,0.0192258358001709,,1074.020352
413,0.019479990005493164,,1075.396608
414,0.018670082092285156,,1080.885248
415,0.018599987030029297,,1053.278208
416,0.019459247589111328,,1053.73696
417,0.018625974655151367,,1051.754496
418,0.021122217178344727,,1053.605888
419,0.01820993423461914,,964.1984
420,0.018815040588378906,,883.949568
421,0.023168087005615234,,876.150784
422,0.019628047943115234,,876.167168
423,0.021249055862426758,,903.217152
424,0.01811075210571289,,772.653056
425,0.018592119216918945,,763.641856
426,0.0202789306640625,,788.709376
427,0.018623828887939453,,787.98848
428,0.01855301856994629,,802.308096
429,0.019042015075683594,,807.206912
430,0.018249988555908203,,808.5504
431,0.017965078353881836,,815.005696
432,0.017386913299560547,,816.381952
433,0.01792001724243164,,913.670144
434,0.01658797264099121,,1061.863424
435,0.01816701889038086,,1061.011456
436,0.01786327362060547,,1062.731776
437,0.018323898315429688,,1068.384256
438,0.019973039627075195,,1070.235648
439,0.018100976943969727,,1071.579136
440,0.01764512062072754,,1074.233344
441,0.01827692985534668,,1075.52768
442,0.01738595962524414,,1079.148544
443,0.016348838806152344,,1081.67168
444,0.017824888229370117,,1082.9824
445,0.017935991287231445,,1084.276736
446,0.0194549560546875,,1086.783488
447,0.018082141876220703,,1088.126976
448,0.017785072326660156,,1096.597504
449,0.016737937927246094,,1101.479936
450,0.017256975173950195,,1107.525632
451,0.018615007400512695,,1108.836352
452,0.018294095993041992,,1110.212608
453,0.0185849666595459,,1111.556096
454,0.017114877700805664,,1116.389376
455,0.018782854080200195,,1117.667328
456,0.018736839294433594,,1118.961664
457,0.016483068466186523,,1199.833088
458,0.018127918243408203,,1207.648256
459,0.01688098907470703,,1212.416
460,0.018807172775268555,,1226.145792
461,0.01862812042236328,,1236.516864
462,0.018450021743774414,,1239.94112
463,0.019610881805419922,,1242.824704
464,0.017757177352905273,,1244.11904
465,0.017657041549682617,,1245.42976
466,0.018760204315185547,,1247.657984
467,0.016767024993896484,,1249.017856
468,0.01737499237060547,,1250.34496
469,0.018503904342651367,,1256.194048
470,0.017370223999023438,,1257.750528
471,0.017524003982543945,,1259.061248
472,0.018078088760375977,,1258.04544
473,0.01770615577697754,,1257.832448
474,0.01852893829345703,,1259.143168
475,0.018802881240844727,,1261.666304
476,0.019336223602294922,,1266.778112
477,0.018809795379638672,,1270.136832
478,0.018690109252929688,,1272.6272
479,0.017751216888427734,,1273.93792
480,0.017728805541992188,,1274.494976
481,0.017829179763793945,,1275.838464
482,0.017571210861206055,,1285.89824
483,0.018431901931762695,,1238.13888
484,0.0187380313873291,,1254.11328
485,0.018676042556762695,,1276.903424
486,0.017367124557495117,,1262.71488
487,0.02072000503540039,,1192.91904
488,0.021174907684326172,,1178.025984
489,0.019170045852661133,,1191.755776
490,0.018795013427734375,,1205.092352
491,0.01691126823425293,,1206.370304
492,0.017958879470825195,,1216.970752
493,0.017085790634155273,,1218.06848
494,0.017182111740112305,,1220.313088
495,0.0185089111328125,,1229.930496
496,0.018078088760375977,,1224.441856
497,0.016546010971069336,,1227.866112
498,0.017171859741210938,,1230.471168
499,0.01636672019958496,,1232.011264
500,0.016649961471557617,,1229.471744
501,0.016129016876220703,,1234.714624
502,0.01629185676574707,,1235.714048
503,0.016480684280395508,,1238.54848
504,0.017338037490844727,,1165.737984
505,0.01736593246459961,,1015.988224
506,0.02081608772277832,,927.121408
507,0.01761484146118164,,893.272064
508,0.024178743362426758,,906.723328
509,0.022099971771240234,,941.391872
510,0.01782679557800293,,865.042432
511,0.017474889755249023,,875.593728
512,0.017184972763061523,,887.160832
513,0.019781112670898438,,921.092096
514,0.01744389533996582,,835.371008
515,0.019818782806396484,,839.532544
516,0.016585111618041992,,788.611072
517,0.020573854446411133,,767.000576
518,0.016689777374267578,,757.465088
519,0.018563032150268555,,782.434304
520,0.01696491241455078,,784.95744
521,0.016937971115112305,,790.921216
522,0.017553091049194336,,794.525696
523,0.01898503303527832,,821.198848
524,0.016321182250976562,,822.771712
525,0.017145872116088867,,824.786944
526,0.016416072845458984,,827.686912
527,0.017404794692993164,,829.407232
528,0.017256975173950195,,831.340544
529,0.01655411720275879,,835.944448
530,0.018031835556030273,,838.680576
531,0.01865983009338379,,848.756736
532,0.01789402961730957,,850.542592
533,0.01653122901916504,,931.495936
534,0.016406774520874023,,947.535872
535,0.01884913444519043,,949.108736
536,0.016736984252929688,,950.403072
537,0.018903017044067383,,951.795712
538,0.01788020133972168,,953.597952
539,0.0169527530670166,,954.908672
540,0.016086101531982422,,956.25216
541,0.0165708065032959,,957.56288
542,0.017899036407470703,,965.967872
543,0.01880621910095215,,967.245824
544,0.01689910888671875,,972.193792
545,0.019583940505981445,,974.27456
546,0.018950939178466797,,975.847424
547,0.016689300537109375,,984.2688
548,0.01870894432067871,,985.513984
549,0.01968693733215332,,971.81696
550,0.01854705810546875,,973.111296
551,0.01686692237854004,,974.4384
552,0.018918991088867188,,975.781888
553,0.0169370174407959,,977.076224
554,0.018532991409301758,,978.550784
555,0.01748180389404297,,979.84512
556,0.0161740779876709,,981.762048
557,0.016453981399536133,,987.938816
558,0.016577959060668945,,1060.683776
559,0.016517162322998047,,1076.281344
560,0.01648712158203125,,1077.57568
561,0.01861286163330078,,1078.919168
562,0.016052961349487305,,1080.213504
563,0.016066789627075195,,1081.540608
564,0.01597905158996582,,1082.834944
565,0.016134977340698242,,1084.162048
566,0.016453266143798828,,1085.60384
567,0.017851829528808594,,1086.91456
568,0.0181732177734375,,1088.22528
569,0.019298076629638672,,1089.503232
570,0.016199350357055664,,1090.879488
571,0.018461942672729492,,1092.190208
572,0.017943143844604492,,1093.910528
573,0.016638994216918945,,1098.79296
574,0.018396854400634766,,1053.98272
575,0.020355224609375,,1054.982144
576,0.016921281814575195,,998.866944
577,0.02191901206970215,,934.494208
578,0.016972780227661133,,938.164224
579,0.02090907096862793,,959.61088
580,0.0182342529296875,,963.21536
581,0.017676830291748047,,967.262208
582,0.01812911033630371,,980.631552
583,0.016778945922851562,,1086.01344
584,0.01808786392211914,,1099.923456
585,0.01804518699645996,,1108.574208
586,0.016972064971923828,,1118.04416
587,0.01860785484313965,,1117.011968
588,0.017647266387939453,,1119.51872
589,0.016681909561157227,,1121.042432
590,0.01761007308959961,,1111.506944
591,0.01755380630493164,,1109.409792
592,0.017038822174072266,,1110.114304
593,0.017397403717041016,,1086.6688
594,0.01984119415283203,,1102.06976
595,0.018238067626953125,,1115.848704
596,0.01693892478942871,,1117.290496
597,0.017368078231811523,,1116.585984
598,0.017833232879638672,,1104.887808
599,0.01735401153564453,,1106.542592
600,0.018347978591918945,,1111.703552
601,0.017874956130981445,,1119.0272
602,0.017101049423217773,,1123.090432
603,0.01807999610900879,,1131.511808
604,0.017578840255737305,,1147.961344
605,0.01768803596496582,,1130.430464
606,0.01819324493408203,,1128.235008
607,0.017515897750854492,,1128.61184
608,0.017076969146728516,,1175.207936
609,0.017979860305786133,,1162.93632
610,0.01747298240661621,,1159.74144
611,0.016496896743774414,,1161.314304
612,0.01728510856628418,,1136.033792
613,0.017651081085205078,,1181.237248
614,0.018033981323242188,,1197.359104
615,0.018751144409179688,,1230.258176
616,0.018355846405029297,,1249.60768
617,0.0178830623626709,,1262.944256
618,0.01810288429260254,,1267.859456
619,0.017515182495117188,,1276.198912
620,0.017472028732299805,,1278.459904
621,0.01757526397705078,,1279.75424
622,0.019216060638427734,,1293.860864
623,0.017184019088745117,,1295.417344
624,0.01784205436706543,,1297.088512
625,0.017995119094848633,,1304.395776
626,0.01812601089477539,,1305.673728
627,0.018405914306640625,,1308.246016
628,0.017691850662231445,,1313.112064
629,0.018107175827026367,,1314.635776
630,0.018328189849853516,,1315.946496
631,0.017817020416259766,,1317.224448
632,0.01752305030822754,,1275.101184
633,0.016505002975463867,,1276.657664
634,0.018271923065185547,,1267.171328
635,0.02078700065612793,,1267.22048
636,0.017930030822753906,,1268.77696
637,0.018184900283813477,,1270.49728
638,0.017789125442504883,,1270.775808
639,0.017937183380126953,,1262.321664
640,0.016873836517333984,,1252.032512
641,0.01826786994934082,,1253.343232
642,0.0185239315032959,,1254.785024
643,0.01814413070678711,,1256.16128
644,0.017362117767333984,,1241.071616
645,0.018127918243408203,,1242.906624
646,0.017664194107055664,,1244.217344
647,0.018431901931762695,,1245.528064
648,0.017868757247924805,,1249.673216
649,0.0181882381439209,,1249.77152
650,0.0180208683013916,,1228.537856
651,0.01749730110168457,,1230.405632
652,0.018372058868408203,,1231.732736
653,0.017818927764892578,,1215.315968
654,0.018632888793945312,,1231.945728
655,0.017799854278564453,,1219.641344
656,0.018007993698120117,,1213.448192
657,0.01752781867980957,,1216.544768
658,0.01713109016418457,,1236.50048
659,0.017512083053588867,,1265.205248
660,0.018946170806884766,,1276.690432
661,0.017117023468017578,,1272.479744
662,0.018157005310058594,,1277.640704
663,0.016644954681396484,,1278.951424
664,0.022394895553588867,,1309.114368
665,0.01847672462463379,,1304.49408
666,0.018233060836791992,,1309.376512
667,0.018719911575317383,,1317.814272
668,0.017968177795410156,,1320.271872
669,0.017585277557373047,,1310.031872
670,0.01840519905090332,,1311.260672
671,0.017711877822875977,,1312.555008
672,0.018100261688232422,,1316.438016
673,0.0175931453704834,,1321.107456
674,0.01798415184020996,,1325.989888
675,0.01699209213256836,,1327.43168
676,0.01618194580078125,,1328.98816
677,0.018056154251098633,,1333.854208
678,0.01605391502380371,,1335.21408
679,0.0184781551361084,,1342.947328
680,0.018656015396118164,,1344.241664
681,0.0183868408203125,,1346.748416
682,0.017995119094848633,,1348.042752
683,0.01748800277709961,,1413.77536
684,0.017094135284423828,,1427.390464
685,0.017538785934448242,,1433.567232
686,0.01964092254638672,,1434.877952
687,0.018467187881469727,,1407.320064
688,0.0291750431060791,,1326.972928
689,0.02396225929260254,,1280.638976
690,0.021231889724731445,,1186.496512
691,0.018627166748046875,,1131.839488
692,0.022706985473632812,,1138.999296
693,0.020708084106445312,,1137.639424
694,0.019555091857910156,,1143.291904
695,0.021394014358520508,,1174.667264
696,0.01801300048828125,,1177.649152
697,0.0176999568939209,,1189.904384
698,0.018456697463989258,,1198.440448
699,0.018882036209106445,,1203.011584
700,0.01907515525817871,,1211.400192
701,0.019565820693969727,,1034.518528
702,0.021291732788085938,,1043.152896
703,0.018910884857177734,,1039.056896
704,0.01754474639892578,,1049.264128
705,0.018400192260742188,,1052.09856
706,0.018639802932739258,,1057.554432
707,0.019110918045043945,,1058.914304
708,0.0181429386138916,,688.504832
709,0.018018007278442383,,703.348736
710,0.02815103530883789,,573.947904
711,0.025892972946166992,,571.359232
712,0.018755197525024414,,594.7392
713,0.0202791690826416,,603.275264
714,0.018970012664794922,,603.389952
715,0.02280116081237793,,616.235008
716,0.020558834075927734,,613.318656
717,0.02100682258605957,,614.449152
718,0.019984960556030273,,600.997888
719,0.018865108489990234,,613.122048
720,0.018873214721679688,,511.623168
721,0.018443822860717773,,429.817856
722,0.01962900161743164,,393.95328
723,0.020869970321655273,,431.702016
724,0.018931865692138672,,433.651712
725,0.020364999771118164,,365.150208
726,0.020875930786132812,,347.58656
727,0.020660877227783203,,327.974912
728,0.01923203468322754,,311.345152
729,0.019259929656982422,,298.287104
730,0.020434856414794922,,282.001408
731,0.0192110538482666,,285.786112
732,0.019833087921142578,,285.868032
733,0.020699262619018555,,452.378624
734,0.02097606658935547,,627.277824
735,0.020084857940673828,,621.084672
736,0.020939111709594727,,605.208576
737,0.020189762115478516,,608.616448
738,0.021006107330322266,,627.867648
739,0.020912885665893555,,633.372672
740,0.019134998321533203,,637.321216
741,0.01916193962097168,,642.629632
742,0.020205020904541016,,625.311744
743,0.02109980583190918,,641.286144
744,0.02063727378845215,,636.420096
745,0.019165992736816406,,624.14848
746,0.02035808563232422,,636.125184
747,0.019691944122314453,,648.331264
748,0.0205230712890625,,653.541376
749,0.021071195602416992,,651.411456
750,0.019164323806762695,,635.404288
751,0.021052837371826172,,624.934912
752,0.021064043045043945,,593.952768
753,0.021123170852661133,,600.408064
754,0.02209782600402832,,608.894976
755,0.018642902374267578,,630.358016
756,0.020068883895874023,,633.012224
757,0.019160032272338867,,634.355712
758,0.019275665283203125,,753.270784
759,0.018599987030029297,,778.125312
760,0.017956972122192383,,788.64384
761,0.01811671257019043,,793.72288
762,0.01855778694152832,,795.230208
763,0.019295215606689453,,795.672576
764,0.019034147262573242,,797.458432
765,0.019234180450439453,,797.065216
766,0.018406152725219727,,798.982144
767,0.01780390739440918,,801.652736
768,0.01827096939086914,,804.175872
769,0.018558979034423828,,793.034752
770,0.01834392547607422,,803.55328
771,0.02343297004699707,,813.170688
772,0.017412900924682617,,819.412992
773,0.018065929412841797,,825.540608
774,0.018353939056396484,,1866.05568
775,0.017247915267944336,,1873.707008
776,0.017798900604248047,,1893.433344
777,0.017774105072021484,,1896.546304
778,0.018878936767578125,,1774.321664
779,0.017542123794555664,,1784.184832
780,0.017699003219604492,,1785.93792
781,0.019129037857055664,,1805.02528
782,0.01704096794128418,,1806.761984
783,0.017271995544433594,,1899.102208
784,0.01764202117919922,,2041.479168
785,0.01875925064086914,,2043.969536
